Year	PRODUCTNDID	Category_1
2012	ND00174	Baby_Foods
2010	ND00184	Baby_Foods
2011	ND00184	Baby_Foods
2012	ND00184	Baby_Foods
2013	ND00184	Baby_Foods
2010	ND00077	Baby_Foods
2011	ND00077	Baby_Foods
2010	ND00182	Baby_Foods
2011	ND00182	Baby_Foods
2012	ND00182	Baby_Foods
2013	ND00182	Baby_Foods
2010	ND00079	Baby_Foods
2011	ND00079	Baby_Foods
2012	ND00136	Baby_Foods
2013	ND00136	Baby_Foods
2011	RNFD00888	Baby_Foods
2012	ND00117	Baby_Foods
2013	ND00117	Baby_Foods
2009	RNFD00881	Baby_Foods
2010	ND00191	Baby_Foods
2011	ND00191	Baby_Foods
2012	ND00191	Baby_Foods
2013	ND00191	Baby_Foods
2010	ND00098	Baby_Foods
2011	ND00098	Baby_Foods
2010	RNFD00891	Baby_Foods
2011	RNFD00891	Baby_Foods
2012	RNFD00891	Baby_Foods
2010	ND00140	Baby_Foods
2011	ND00140	Baby_Foods
2011	ND00150	Baby_Foods
2011	ND00144	Baby_Foods
2012	ND00144	Baby_Foods
2013	ND00144	Baby_Foods
2014	ND00144	Baby_Foods
2010	ND00203	Baby_Foods
2011	ND00203	Baby_Foods
2012	ND00203	Baby_Foods
2013	ND00203	Baby_Foods
2011	ND00149	Baby_Foods
2012	ND00149	Baby_Foods
2013	ND00149	Baby_Foods
2014	ND00149	Baby_Foods
2014	ND00011	Baby_Foods
2009	ND00145	Baby_Foods
2009	RNFD00898	Baby_Foods
2009	ND00138	Baby_Foods
2010	ND00138	Baby_Foods
2009	RNFD00900	Baby_Foods
2010	RNFD00900	Baby_Foods
2010	ND00113	Baby_Foods
2011	ND00113	Baby_Foods
2012	ND00113	Baby_Foods
2011	ND00138	Baby_Foods
2012	ND00138	Baby_Foods
2013	ND00138	Baby_Foods
2009	RNFD00903	Baby_Foods
2010	RNFD00903	Baby_Foods
2001	RNFD00904	Baby_Foods
2002	RNFD00904	Baby_Foods
2003	RNFD00904	Baby_Foods
2004	RNFD00904	Baby_Foods
2005	RNFD00904	Baby_Foods
2006	RNFD00904	Baby_Foods
2007	RNFD00904	Baby_Foods
2009	RNFD00904	Baby_Foods
2004	RNFD00905	Baby_Foods
2005	RNFD00905	Baby_Foods
2006	RNFD00905	Baby_Foods
2007	RNFD00905	Baby_Foods
2009	RNFD00906	Baby_Foods
2001	RNFD00907	Baby_Foods
2009	RNFD00908	Baby_Foods
2002	RNFD00907	Baby_Foods
2003	RNFD00907	Baby_Foods
2004	RNFD00907	Baby_Foods
2005	RNFD00907	Baby_Foods
2006	RNFD00907	Baby_Foods
2007	RNFD00907	Baby_Foods
2009	RNFD00910	Baby_Foods
2001	RNFD00911	Baby_Foods
2002	RNFD00911	Baby_Foods
2003	RNFD00911	Baby_Foods
2004	RNFD00911	Baby_Foods
2005	RNFD00911	Baby_Foods
2006	RNFD00911	Baby_Foods
2007	RNFD00911	Baby_Foods
2009	RNFD00912	Baby_Foods
2009	RNFD00913	Baby_Foods
2013	ND00074	Baby_Foods
2014	ND00074	Baby_Foods
2014	ND00094	Baby_Foods
2014	ND00086	Baby_Foods
2014	ND00056	Baby_Foods
2015	ND00707	Fats_and_Oils
2013	ND00066	Baby_Foods
2014	ND00066	Baby_Foods
2015	ND00708	Fats_and_Oils
2014	ND00067	Baby_Foods
2015	ND00711	Formulas
2015	ND00709	Formulas
2014	ND00069	Baby_Foods
2015	ND00719	Formulas
2014	ND00091	Baby_Foods
2015	ND00718	Formulas
2015	ND00721	Formulas
2015	ND00716	Formulas
2014	ND00178	Baby_Foods
2014	ND00174	Baby_Foods
2014	ND00184	Baby_Foods
2014	ND00077	Baby_Foods
2014	ND00182	Baby_Foods
2015	ND00738	Formulas
2014	ND00175	Baby_Foods
2014	ND00191	Baby_Foods
2014	ND00195	Baby_Foods
2015	ND00722	Formulas
2015	ND00723	Formulas
2013	ND00105	Baby_Foods
2014	ND00105	Baby_Foods
2015	ND00733	Formulas
2011	ND00104	Baby_Foods
2012	ND00104	Baby_Foods
2013	ND00104	Baby_Foods
2014	ND00104	Baby_Foods
2015	ND00734	Formulas
2010	ND00177	Baby_Foods
2011	ND00177	Baby_Foods
2012	ND00177	Baby_Foods
2013	ND00177	Baby_Foods
2014	ND00177	Baby_Foods
2015	ND00735	Formulas
2015	ND00737	Formulas
2011	ND00107	Baby_Foods
2012	ND00107	Baby_Foods
2013	ND00107	Baby_Foods
2014	ND00107	Baby_Foods
2014	ND00131	Baby_Foods
2013	ND00174	Baby_Foods
2011	ND00106	Baby_Foods
2012	ND00106	Baby_Foods
2013	ND00106	Baby_Foods
2014	ND00106	Baby_Foods
2015	ND00728	Formulas
2015	ND00741	Formulas
2014	ND00132	Baby_Foods
2010	ND00132	Baby_Foods
2011	ND00132	Baby_Foods
2012	ND00132	Baby_Foods
2013	ND00132	Baby_Foods
2015	ND00746	Formulas
2010	RNFD00923	Baby_Foods
2011	RNFD00923	Baby_Foods
2012	RNFD00923	Baby_Foods
2013	RNFD00923	Baby_Foods
2012	ND00079	Baby_Foods
2013	ND00079	Baby_Foods
2014	ND00079	Baby_Foods
2010	RNFD02902	Baby_Foods
2011	RNFD02902	Baby_Foods
2012	RNFD02902	Baby_Foods
2010	RNFD00926	Baby_Foods
2011	RNFD00926	Baby_Foods
2012	RNFD00926	Baby_Foods
2010	ND00069	Baby_Foods
2011	ND00069	Baby_Foods
2010	RNFD00929	Baby_Foods
2011	RNFD00929	Baby_Foods
2012	RNFD00929	Baby_Foods
2013	RNFD00929	Baby_Foods
2010	RNFD00930	Baby_Foods
2011	RNFD00930	Baby_Foods
2012	RNFD00930	Baby_Foods
2010	ND00175	Baby_Foods
2011	ND00175	Baby_Foods
2012	ND00175	Baby_Foods
2013	ND00175	Baby_Foods
2010	ND00195	Baby_Foods
2011	ND00195	Baby_Foods
2012	ND00195	Baby_Foods
2013	ND00195	Baby_Foods
2010	RNFD00932	Baby_Foods
2011	RNFD00932	Baby_Foods
2012	RNFD00932	Baby_Foods
2014	ND00136	Baby_Foods
2014	ND00133	Baby_Foods
2015	ND00744	Formulas
2015	ND00742	Formulas
2014	ND00116	Baby_Foods
2014	ND00117	Baby_Foods
2015	ND00748	Fruits
2011	ND00123	Baby_Foods
2014	ND00123	Baby_Foods
2009	ND00177	Baby_Foods
2009	RNFD00935	Baby_Foods
2009	ND00178	Baby_Foods
2009	ND00174	Baby_Foods
2009	ND00184	Baby_Foods
2012	ND00066	Baby_Foods
2012	ND00077	Baby_Foods
2013	ND00077	Baby_Foods
2012	ND00069	Baby_Foods
2013	ND00069	Baby_Foods
2012	ND00133	Baby_Foods
2013	ND00133	Baby_Foods
2012	ND00123	Baby_Foods
2012	ND00137	Baby_Foods
2013	ND00137	Baby_Foods
2014	ND00137	Baby_Foods
2011	ND00137	Baby_Foods
2009	ND00182	Baby_Foods
2009	RNFD02902	Baby_Foods
2013	ND00113	Baby_Foods
2014	ND00113	Baby_Foods
2009	RNFD00929	Baby_Foods
2009	RNFD00930	Baby_Foods
2009	ND00175	Baby_Foods
2009	RNFD00932	Baby_Foods
2009	ND00195	Baby_Foods
2010	ND00011	Baby_Foods
2011	ND00011	Baby_Foods
2012	ND00011	Baby_Foods
2013	ND00011	Baby_Foods
2010	RNFD00941	Baby_Foods
2011	RNFD00941	Baby_Foods
2012	RNFD00941	Baby_Foods
2013	RNFD00941	Baby_Foods
2010	ND00124	Baby_Foods
2011	ND00124	Baby_Foods
2012	ND00124	Baby_Foods
2013	ND00124	Baby_Foods
2001	RNFD00946	Baby_Foods
2002	RNFD00946	Baby_Foods
2003	RNFD00946	Baby_Foods
2004	RNFD00946	Baby_Foods
2005	RNFD00946	Baby_Foods
2006	RNFD00946	Baby_Foods
2007	RNFD00946	Baby_Foods
2009	RNFD02703	Baby_Foods
2007	RNFD00947	Baby_Foods
2009	RNFD00947	Baby_Foods
2010	RNFD00947	Baby_Foods
2009	RNFD00948	Baby_Foods
2010	RNFD00948	Baby_Foods
2014	ND00200	Baby_Foods
2015	ND00756	Fruits
2014	ND00098	Baby_Foods
2014	ND00097	Baby_Foods
2015	ND00757	Fruits
2009	RNFD00811	Baby_Foods
2010	RNFD00896	Baby_Foods
2011	RNFD00896	Baby_Foods
2012	RNFD00896	Baby_Foods
2010	RNFD00811	Baby_Foods
2011	RNFD00811	Baby_Foods
2010	ND00202	Baby_Foods
2011	ND00202	Baby_Foods
2012	ND00202	Baby_Foods
2013	ND00202	Baby_Foods
2014	ND00202	Baby_Foods
2014	ND00138	Baby_Foods
2014	ND00152	Baby_Foods
2015	ND00749	Fruits
2011	ND00147	Baby_Foods
2015	ND00750	Fruits
2010	ND00097	Baby_Foods
2011	ND00097	Baby_Foods
2015	ND00770	Fruits
2009	ND00202	Baby_Foods
2009	RNFD00953	Baby_Foods
2009	ND00140	Baby_Foods
2012	ND00140	Baby_Foods
2013	ND00140	Baby_Foods
2014	ND00140	Baby_Foods
2012	ND00145	Baby_Foods
2013	ND00145	Baby_Foods
2014	ND00145	Baby_Foods
2012	ND00098	Baby_Foods
2013	ND00098	Baby_Foods
2012	ND00150	Baby_Foods
2013	ND00150	Baby_Foods
2014	ND00150	Baby_Foods
2012	ND00147	Baby_Foods
2013	ND00147	Baby_Foods
2014	ND00147	Baby_Foods
2012	ND00097	Baby_Foods
2013	ND00097	Baby_Foods
2015	ND00782	Fruits
2009	ND00097	Baby_Foods
2009	ND00200	Baby_Foods
2007	ND00150	Baby_Foods
2009	ND00150	Baby_Foods
2010	ND00150	Baby_Foods
2007	RNFD00969	Baby_Foods
2009	RNFD00969	Baby_Foods
2010	RNFD00969	Baby_Foods
2007	ND00147	Baby_Foods
2009	ND00147	Baby_Foods
2010	ND00147	Baby_Foods
2015	ND00778	Fruits
2009	RNFD00978	Sweets
2002	RNFD00979	Sweets
2003	RNFD00979	Sweets
2004	RNFD00979	Sweets
2005	RNFD00979	Sweets
2006	RNFD00979	Sweets
2007	RNFD00979	Sweets
1997	RNFD00979	Sweets
2000	RNFD00979	Sweets
2001	RNFD00979	Sweets
2009	ND01361	Sauces_Soups_Condiments_Dressing
2010	ND01361	Sauces_Soups_Condiments_Dressing
2011	ND01361	Sauces_Soups_Condiments_Dressing
2012	ND01361	Sauces_Soups_Condiments_Dressing
2013	ND01361	Sauces_Soups_Condiments_Dressing
2014	ND01361	Sauces_Soups_Condiments_Dressing
2015	ND00783	Fruits
2009	ND01384	Sauces_Soups_Condiments_Dressing
2013	ND01384	Sauces_Soups_Condiments_Dressing
2014	ND01384	Sauces_Soups_Condiments_Dressing
2002	RNFD00981	Meats
2003	RNFD00981	Meats
2004	RNFD00981	Meats
2005	RNFD00981	Meats
2006	RNFD00981	Meats
2007	RNFD00981	Meats
2009	RNFD00981	Meats
2012	ND01177	Meats
2013	ND01177	Meats
2014	ND01177	Meats
2002	ND01177	Meats
2003	ND01177	Meats
2004	ND01177	Meats
2005	ND01177	Meats
2006	ND01177	Meats
2007	ND01177	Meats
2009	ND01177	Meats
2000	ND00926	Grains
2001	ND00926	Grains
2015	ND00787	Fruits
2012	ND01762	Vegetables
2013	ND01762	Vegetables
2014	ND01762	Vegetables
2001	ND00462	Beverages
2002	ND00462	Beverages
2003	ND00462	Beverages
2004	ND00462	Beverages
2005	ND00462	Beverages
2006	ND00462	Beverages
2007	ND00462	Beverages
2009	ND00462	Beverages
2010	ND00462	Beverages
2011	ND00462	Beverages
2012	ND00462	Beverages
2013	ND00462	Beverages
2014	ND00462	Beverages
2015	ND00796	Fruits
2004	RNFD01006	Meats
2005	RNFD01006	Meats
2006	RNFD01006	Meats
2007	RNFD01006	Meats
2009	RNFD01006	Meats
2010	RNFD01006	Meats
2015	ND00801	Fruits
2015	ND00798	Fruits
2010	RNFD01009	Dairy_and_Egg
2011	RNFD01009	Dairy_and_Egg
2012	RNFD01009	Dairy_and_Egg
2013	RNFD01009	Dairy_and_Egg
2011	ND00674	Fats_and_Oils
2012	ND00674	Fats_and_Oils
2013	ND00674	Fats_and_Oils
2011	ND00675	Fats_and_Oils
2012	ND00675	Fats_and_Oils
2013	ND00675	Fats_and_Oils
2014	ND00675	Fats_and_Oils
2013	ND00449	Dairy_and_Egg
2014	ND00449	Dairy_and_Egg
2010	ND00647	Fats_and_Oils
2011	ND00647	Fats_and_Oils
2012	ND00647	Fats_and_Oils
2013	ND00647	Fats_and_Oils
2012	ND01757	Vegetables
2013	ND01757	Vegetables
2010	ND01757	Vegetables
2011	ND01757	Vegetables
2014	ND01757	Vegetables
2011	RNFD01068	Sauces_Soups_Condiments_Dressing
2012	RNFD01068	Sauces_Soups_Condiments_Dressing
2013	RNFD01068	Sauces_Soups_Condiments_Dressing
2015	ND00808	Fruits
2005	RNFD01017	Vegetables
2006	RNFD01017	Vegetables
2007	RNFD01017	Vegetables
2009	RNFD01017	Vegetables
2014	ND00647	Fats_and_Oils
2005	ND00351	Dairy_and_Egg
2006	ND00351	Dairy_and_Egg
2007	ND00351	Dairy_and_Egg
2009	ND00351	Dairy_and_Egg
2011	ND00351	Dairy_and_Egg
2012	ND00351	Dairy_and_Egg
2013	ND00351	Dairy_and_Egg
2014	ND00351	Dairy_and_Egg
2010	ND00351	Dairy_and_Egg
2011	ND00366	Dairy_and_Egg
2012	ND00366	Dairy_and_Egg
2013	ND00366	Dairy_and_Egg
2014	ND00366	Dairy_and_Egg
2014	ND00361	Dairy_and_Egg
2015	ND00820	Fruits
2015	ND00827	Fruits
2014	ND00448	Dairy_and_Egg
2015	ND00824	Fruits
2009	ND00675	Fats_and_Oils
2010	ND00675	Fats_and_Oils
2009	ND01146	Meats
2010	ND01146	Meats
2011	ND01146	Meats
2012	ND01146	Meats
2013	ND01146	Meats
2014	ND01146	Meats
2015	ND00825	Fruits
2009	ND00419	Dairy_and_Egg
2010	ND00419	Dairy_and_Egg
2011	ND00419	Dairy_and_Egg
2012	ND00419	Dairy_and_Egg
2013	ND00419	Dairy_and_Egg
2014	ND00419	Dairy_and_Egg
2006	ND00419	Dairy_and_Egg
2007	ND00419	Dairy_and_Egg
2015	ND00836	Fruits
2015	ND00838	Fruits
2015	ND00839	Fruits
2015	ND00834	Fruits
2005	RNFD01035	Meats
2006	RNFD01035	Meats
2007	RNFD01035	Meats
2014	ND00748	Fruits
2015	ND00837	Fruits
2009	ND00674	Fats_and_Oils
2010	ND00674	Fats_and_Oils
2013	ND00448	Dairy_and_Egg
2005	ND00410	Dairy_and_Egg
2006	ND00410	Dairy_and_Egg
2007	ND00410	Dairy_and_Egg
2009	ND00410	Dairy_and_Egg
2010	ND00837	Fruits
2011	ND00837	Fruits
2012	ND00837	Fruits
2013	ND00837	Fruits
2014	ND00837	Fruits
2010	RNFD01039	Vegetables
2011	RNFD01039	Vegetables
2012	RNFD01039	Vegetables
2013	RNFD01039	Vegetables
2013	ND01386	Sauces_Soups_Condiments_Dressing
2014	ND01386	Sauces_Soups_Condiments_Dressing
2009	ND00647	Fats_and_Oils
2014	ND00674	Fats_and_Oils
2010	ND00410	Dairy_and_Egg
2011	ND00410	Dairy_and_Egg
2012	ND00410	Dairy_and_Egg
2013	ND00410	Dairy_and_Egg
2014	ND00410	Dairy_and_Egg
2015	ND00845	Fruits
2009	RNFD01040	Nuts_and_Seeds
2010	RNFD01040	Nuts_and_Seeds
2011	RNFD01040	Nuts_and_Seeds
2012	RNFD01040	Nuts_and_Seeds
2013	RNFD01040	Nuts_and_Seeds
2014	RNFD01040	Nuts_and_Seeds
2014	ND00824	Fruits
2013	ND00824	Fruits
2009	RNFD01043	Fruits
2011	RNFD01043	Fruits
2012	RNFD01043	Fruits
2005	ND00361	Dairy_and_Egg
2006	ND00361	Dairy_and_Egg
2007	ND00361	Dairy_and_Egg
2009	ND00361	Dairy_and_Egg
2015	ND00855	Grains
2005	RNFD01056	Meats
2006	RNFD01056	Meats
2007	RNFD01056	Meats
2005	ND01399	Sauces_Soups_Condiments_Dressing
2006	ND01399	Sauces_Soups_Condiments_Dressing
2007	ND01399	Sauces_Soups_Condiments_Dressing
2009	ND01399	Sauces_Soups_Condiments_Dressing
2010	ND01399	Sauces_Soups_Condiments_Dressing
2011	ND01399	Sauces_Soups_Condiments_Dressing
2012	ND01399	Sauces_Soups_Condiments_Dressing
2013	ND01399	Sauces_Soups_Condiments_Dressing
2014	ND01399	Sauces_Soups_Condiments_Dressing
2015	ND00853	Grains
2009	RNFD01068	Sauces_Soups_Condiments_Dressing
2013	ND01391	Sauces_Soups_Condiments_Dressing
2014	ND01391	Sauces_Soups_Condiments_Dressing
2011	ND01391	Sauces_Soups_Condiments_Dressing
2012	ND01391	Sauces_Soups_Condiments_Dressing
2005	RNFD01068	Sauces_Soups_Condiments_Dressing
2006	RNFD01068	Sauces_Soups_Condiments_Dressing
2007	RNFD01068	Sauces_Soups_Condiments_Dressing
2013	ND00748	Fruits
2010	ND00361	Dairy_and_Egg
2011	ND00361	Dairy_and_Egg
2012	ND00361	Dairy_and_Egg
2013	ND00361	Dairy_and_Egg
2015	ND00859	Grains
2015	ND00860	Grains
1997	ND01671	Vegetables
1997	RNFD01093	Vegetables
2004	RNFD01082	Vegetables
2005	RNFD01082	Vegetables
2006	RNFD01082	Vegetables
2007	RNFD01082	Vegetables
2009	RNFD01082	Vegetables
2010	RNFD01082	Vegetables
2011	RNFD01082	Vegetables
2012	RNFD01082	Vegetables
2013	RNFD01082	Vegetables
2011	RNFD01083	Vegetables
2012	RNFD01083	Vegetables
2013	RNFD01083	Vegetables
2001	ND01625	Vegetables
2003	ND01625	Vegetables
2014	ND01625	Vegetables
2002	ND01652	Vegetables
2003	ND01652	Vegetables
2004	ND01652	Vegetables
2005	ND01652	Vegetables
2006	ND01652	Vegetables
2007	ND01652	Vegetables
2009	ND01652	Vegetables
2010	ND01652	Vegetables
2011	ND01652	Vegetables
2012	ND01652	Vegetables
2013	ND01652	Vegetables
2014	ND01652	Vegetables
2015	ND00861	Grains
2004	ND01625	Vegetables
2005	ND01625	Vegetables
2006	ND01625	Vegetables
2007	ND01625	Vegetables
2009	ND01625	Vegetables
2010	ND01625	Vegetables
2011	ND01625	Vegetables
2012	ND01625	Vegetables
2013	ND01625	Vegetables
2002	ND01617	Vegetables
2003	ND01617	Vegetables
2004	ND01617	Vegetables
2005	ND01617	Vegetables
2006	ND01617	Vegetables
2007	ND01617	Vegetables
2009	ND01617	Vegetables
2010	ND01617	Vegetables
2011	ND01617	Vegetables
2012	ND01617	Vegetables
2013	ND01617	Vegetables
2014	ND01617	Vegetables
2013	RNFD01085	Vegetables
2004	RNFD01086	Vegetables
2005	RNFD01086	Vegetables
2006	RNFD01086	Vegetables
2007	RNFD01086	Vegetables
2009	RNFD01086	Vegetables
2001	RNFD01087	Vegetables
2010	ND01766	Vegetables
2011	ND01766	Vegetables
2012	ND01766	Vegetables
2013	ND01766	Vegetables
2014	ND01766	Vegetables
2009	RNFD01090	Vegetables
2014	ND01629	Vegetables
2015	ND00870	Grains
2015	ND00869	Grains
2002	RNFD01093	Vegetables
2003	RNFD01093	Vegetables
2004	RNFD01093	Vegetables
2005	RNFD01093	Vegetables
2006	RNFD01093	Vegetables
2007	RNFD01093	Vegetables
2009	RNFD01093	Vegetables
2010	RNFD01093	Vegetables
2000	RNFD01094	Vegetables
2001	RNFD01094	Vegetables
2002	RNFD01094	Vegetables
2003	RNFD01094	Vegetables
2004	ND01671	Vegetables
2005	ND01671	Vegetables
2006	ND01671	Vegetables
2007	ND01671	Vegetables
2009	ND01671	Vegetables
2010	ND01671	Vegetables
2011	ND01671	Vegetables
2012	ND01671	Vegetables
2013	ND01671	Vegetables
2014	ND01671	Vegetables
2013	RNFD01096	Vegetables
2013	ND01630	Vegetables
2014	ND01630	Vegetables
2012	ND01783	Vegetables
2013	ND01783	Vegetables
2014	ND01783	Vegetables
2000	RNFD01093	Vegetables
2001	RNFD01100	Vegetables
2009	RNFD01101	Beverages
2010	RNFD01101	Beverages
2011	RNFD01101	Beverages
2012	RNFD01101	Beverages
2013	ND01306	Sauces_Soups_Condiments_Dressing
2014	ND01306	Sauces_Soups_Condiments_Dressing
2015	ND00878	Grains
2010	ND00697	Fats_and_Oils
2011	ND00697	Fats_and_Oils
2012	ND00697	Fats_and_Oils
2013	ND00697	Fats_and_Oils
2014	ND00697	Fats_and_Oils
2009	ND01297	Sauces_Soups_Condiments_Dressing
2010	ND01297	Sauces_Soups_Condiments_Dressing
2011	ND01297	Sauces_Soups_Condiments_Dressing
2012	ND01297	Sauces_Soups_Condiments_Dressing
2013	ND01297	Sauces_Soups_Condiments_Dressing
2014	ND01297	Sauces_Soups_Condiments_Dressing
2004	ND00694	Fats_and_Oils
2005	ND00694	Fats_and_Oils
2006	ND00694	Fats_and_Oils
2007	ND00694	Fats_and_Oils
2009	ND00694	Fats_and_Oils
2010	ND00694	Fats_and_Oils
2011	ND00694	Fats_and_Oils
2012	ND00694	Fats_and_Oils
2013	ND00694	Fats_and_Oils
2014	ND00694	Fats_and_Oils
1997	ND00697	Fats_and_Oils
2000	ND00697	Fats_and_Oils
2001	ND00697	Fats_and_Oils
2004	ND00697	Fats_and_Oils
2005	ND00697	Fats_and_Oils
2006	ND00697	Fats_and_Oils
2007	ND00697	Fats_and_Oils
2009	ND00697	Fats_and_Oils
2006	RNFD01118	Fats_and_Oils
2007	RNFD01118	Fats_and_Oils
2015	ND00889	Grains
2013	ND00008	Baby_Foods
2014	ND00008	Baby_Foods
2015	ND00875	Grains
2009	ND01111	Meats
2010	ND01111	Meats
2011	ND01111	Meats
2012	ND01111	Meats
2013	ND01111	Meats
2014	ND01111	Meats
2004	RNFD01135	Baby_Foods
2005	RNFD01135	Baby_Foods
2006	RNFD01135	Baby_Foods
2007	RNFD01135	Baby_Foods
2004	RNFD01136	Baby_Foods
2005	RNFD01136	Baby_Foods
2006	RNFD01136	Baby_Foods
2007	RNFD01136	Baby_Foods
2004	RNFD01138	Sauces_Soups_Condiments_Dressing
2005	RNFD01138	Sauces_Soups_Condiments_Dressing
2006	RNFD01138	Sauces_Soups_Condiments_Dressing
2007	RNFD01138	Sauces_Soups_Condiments_Dressing
2009	RNFD01138	Sauces_Soups_Condiments_Dressing
2009	ND01292	Sauces_Soups_Condiments_Dressing
1997	ND01291	Sauces_Soups_Condiments_Dressing
2000	ND01291	Sauces_Soups_Condiments_Dressing
2001	ND01291	Sauces_Soups_Condiments_Dressing
2002	ND01291	Sauces_Soups_Condiments_Dressing
2003	ND01291	Sauces_Soups_Condiments_Dressing
2004	ND01291	Sauces_Soups_Condiments_Dressing
2005	ND01291	Sauces_Soups_Condiments_Dressing
2006	ND01291	Sauces_Soups_Condiments_Dressing
2007	ND01291	Sauces_Soups_Condiments_Dressing
2009	ND01291	Sauces_Soups_Condiments_Dressing
2010	ND01291	Sauces_Soups_Condiments_Dressing
2011	ND01291	Sauces_Soups_Condiments_Dressing
2012	ND01291	Sauces_Soups_Condiments_Dressing
2013	ND01291	Sauces_Soups_Condiments_Dressing
2014	ND01291	Sauces_Soups_Condiments_Dressing
2010	ND01292	Sauces_Soups_Condiments_Dressing
2011	ND01292	Sauces_Soups_Condiments_Dressing
2012	ND01292	Sauces_Soups_Condiments_Dressing
2013	ND01292	Sauces_Soups_Condiments_Dressing
2014	ND01292	Sauces_Soups_Condiments_Dressing
2004	RNFD01140	Baby_Foods
2005	RNFD01140	Baby_Foods
2006	RNFD01140	Baby_Foods
2007	RNFD01140	Baby_Foods
2004	RNFD01144	Baby_Foods
2005	RNFD01144	Baby_Foods
2006	RNFD01144	Baby_Foods
1997	RNFD01146	Sauces_Soups_Condiments_Dressing
2000	RNFD01146	Sauces_Soups_Condiments_Dressing
2001	RNFD01146	Sauces_Soups_Condiments_Dressing
2002	RNFD01146	Sauces_Soups_Condiments_Dressing
2003	RNFD01146	Sauces_Soups_Condiments_Dressing
2004	RNFD01146	Sauces_Soups_Condiments_Dressing
2005	RNFD01146	Sauces_Soups_Condiments_Dressing
2006	RNFD01146	Sauces_Soups_Condiments_Dressing
2007	RNFD01146	Sauces_Soups_Condiments_Dressing
1997	ND01380	Sauces_Soups_Condiments_Dressing
2000	ND01380	Sauces_Soups_Condiments_Dressing
2001	ND01380	Sauces_Soups_Condiments_Dressing
2002	ND01380	Sauces_Soups_Condiments_Dressing
2003	ND01380	Sauces_Soups_Condiments_Dressing
2004	ND01380	Sauces_Soups_Condiments_Dressing
2005	ND01380	Sauces_Soups_Condiments_Dressing
2006	ND01380	Sauces_Soups_Condiments_Dressing
2007	ND01380	Sauces_Soups_Condiments_Dressing
2009	ND01380	Sauces_Soups_Condiments_Dressing
2010	ND01380	Sauces_Soups_Condiments_Dressing
2011	ND01380	Sauces_Soups_Condiments_Dressing
2012	ND01380	Sauces_Soups_Condiments_Dressing
2013	ND01380	Sauces_Soups_Condiments_Dressing
2014	ND01380	Sauces_Soups_Condiments_Dressing
2000	ND01298	Sauces_Soups_Condiments_Dressing
2001	ND01298	Sauces_Soups_Condiments_Dressing
2002	ND01298	Sauces_Soups_Condiments_Dressing
2003	ND01298	Sauces_Soups_Condiments_Dressing
2004	ND01298	Sauces_Soups_Condiments_Dressing
2005	ND01298	Sauces_Soups_Condiments_Dressing
2006	ND01298	Sauces_Soups_Condiments_Dressing
2007	ND01298	Sauces_Soups_Condiments_Dressing
2009	ND01298	Sauces_Soups_Condiments_Dressing
2010	ND01298	Sauces_Soups_Condiments_Dressing
2011	ND01298	Sauces_Soups_Condiments_Dressing
2012	ND01298	Sauces_Soups_Condiments_Dressing
2013	ND01298	Sauces_Soups_Condiments_Dressing
2014	ND01298	Sauces_Soups_Condiments_Dressing
2004	RNFD01150	Sweets
2005	RNFD01150	Sweets
2006	RNFD01150	Sweets
2007	RNFD01150	Sweets
2009	ND01529	Sweets
2010	ND01529	Sweets
2011	ND01529	Sweets
2012	ND01529	Sweets
2013	ND01529	Sweets
2014	ND01529	Sweets
2000	ND01601	Sweets
2001	ND01601	Sweets
2009	ND01601	Sweets
2010	ND01601	Sweets
2011	ND01601	Sweets
2012	ND01601	Sweets
2013	ND01601	Sweets
2014	ND01601	Sweets
2002	ND01601	Sweets
2003	ND01601	Sweets
2004	ND01601	Sweets
2005	ND01601	Sweets
2006	ND01601	Sweets
2007	ND01601	Sweets
2000	RNFD01155	Sweets
2001	RNFD01155	Sweets
2002	RNFD01155	Sweets
2003	RNFD01155	Sweets
2004	RNFD01155	Sweets
2005	RNFD01155	Sweets
2006	RNFD01155	Sweets
2007	RNFD01155	Sweets
2009	ND01516	Sweets
2010	ND01516	Sweets
2011	ND01516	Sweets
2012	ND01516	Sweets
2013	ND01516	Sweets
2014	ND01516	Sweets
2015	ND00913	Grains
2004	ND01516	Sweets
2005	ND01516	Sweets
2006	ND01516	Sweets
2007	ND01516	Sweets
2015	ND00914	Grains
2015	ND00916	Grains
2000	ND01602	Sweets
2004	ND01602	Sweets
2005	ND01602	Sweets
2006	ND01602	Sweets
2007	ND01602	Sweets
2009	ND01602	Sweets
2010	ND01602	Sweets
2011	ND01602	Sweets
2012	ND01602	Sweets
2013	ND01602	Sweets
2014	ND01602	Sweets
2009	ND01603	Sweets
2010	ND01603	Sweets
2011	ND01603	Sweets
2012	ND01603	Sweets
2013	ND01603	Sweets
2014	ND01603	Sweets
2015	ND00917	Grains
2004	ND01611	Sweets
2005	ND01611	Sweets
2006	ND01611	Sweets
2007	ND01611	Sweets
2009	ND01611	Sweets
2010	ND01611	Sweets
2011	ND01611	Sweets
2012	ND01611	Sweets
2013	ND01611	Sweets
2014	ND01611	Sweets
2014	ND01613	Sweets
2015	ND00935	Grains
2009	ND01613	Sweets
2010	ND01613	Sweets
2011	ND01613	Sweets
2012	ND01613	Sweets
2013	ND01613	Sweets
2015	ND00937	Grains
2015	ND00920	Grains
